,obs,obs_text,reward,reward_text,score,skeleton
37,"[-0.16563797  1.7991333  -0.63346165  0.8044259   0.18435016  0.06146803
  0.          0.        ]","Observation from last step: 
X coordinate: -0.165638
Y coordinate: 1.80
X velocity: -0.63
Y velocity: 0.80
Angle of the lander: 0.18
Angular velocity of lander: 0.1536700688302517
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.284380457482132,The reward from the last step was: -7.28,-132.90994110010544,"
_
Observation from last step: 
X coordinate: -0.165638
Y coordinate: 1.80
X velocity: -0.63
Y velocity: 0.80
Angle of the lander: 0.18
Angular velocity of lander: 0.1536700688302517
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.28
score: Score: -132.90994110010544

Action: 
"
38,"[-0.17222396  1.8178595  -0.6610661   0.8319772   0.18682954  0.04958723
  0.          0.        ]","Observation from last step: 
X coordinate: -0.172224
Y coordinate: 1.82
X velocity: -0.66
Y velocity: 0.83
Angle of the lander: 0.19
Angular velocity of lander: 0.12396806851029396
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.347090553810449,The reward from the last step was: -6.35,-139.2570316539159,"
_
Observation from last step: 
X coordinate: -0.172224
Y coordinate: 1.82
X velocity: -0.66
Y velocity: 0.83
Angle of the lander: 0.19
Angular velocity of lander: 0.12396806851029396
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.35
score: Score: -139.2570316539159

Action: 
"
39,"[-0.17910156  1.8370687  -0.6895269   0.85351354  0.18860295  0.0354686
  0.          0.        ]","Observation from last step: 
X coordinate: -0.179102
Y coordinate: 1.84
X velocity: -0.69
Y velocity: 0.85
Angle of the lander: 0.19
Angular velocity of lander: 0.0886715017259121
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.915559340178379,The reward from the last step was: -5.92,-145.1725909940943,"
_
Observation from last step: 
X coordinate: -0.179102
Y coordinate: 1.84
X velocity: -0.69
Y velocity: 0.85
Angle of the lander: 0.19
Angular velocity of lander: 0.0886715017259121
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.92
score: Score: -145.1725909940943

Action: 
"
40,"[-0.18624964  1.8564773  -0.7158063   0.8624826   0.1896096   0.02013252
  0.          0.        ]","Observation from last step: 
X coordinate: -0.186250
Y coordinate: 1.86
X velocity: -0.72
Y velocity: 0.86
Angle of the lander: 0.19
Angular velocity of lander: 0.05033128894865513
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.761366503420834,The reward from the last step was: -4.76,-149.93395749751514,"
_
Observation from last step: 
X coordinate: -0.186250
Y coordinate: 1.86
X velocity: -0.72
Y velocity: 0.86
Angle of the lander: 0.19
Angular velocity of lander: 0.05033128894865513
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.76
score: Score: -149.93395749751514

Action: 
"
41,"[-0.19357252  1.8758888  -0.7328533   0.86267376  0.19017194  0.01124671
  0.          0.        ]","Observation from last step: 
X coordinate: -0.193573
Y coordinate: 1.88
X velocity: -0.73
Y velocity: 0.86
Angle of the lander: 0.19
Angular velocity of lander: 0.028116777539253235
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.472404093367902,The reward from the last step was: -3.47,-153.40636159088305,"
_
Observation from last step: 
X coordinate: -0.193573
Y coordinate: 1.88
X velocity: -0.73
Y velocity: 0.86
Angle of the lander: 0.19
Angular velocity of lander: 0.028116777539253235
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.47
score: Score: -153.40636159088305

Action: 
"
42,"[-0.20088783  1.8960581  -0.7329131   0.896233    0.1915597   0.02775532
  0.          0.        ]","Observation from last step: 
X coordinate: -0.200888
Y coordinate: 1.90
X velocity: -0.73
Y velocity: 0.90
Angle of the lander: 0.19
Angular velocity of lander: 0.06938830018043518
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.102659875913036,The reward from the last step was: -5.10,-158.5090214667961,"
_
Observation from last step: 
X coordinate: -0.200888
Y coordinate: 1.90
X velocity: -0.73
Y velocity: 0.90
Angle of the lander: 0.19
Angular velocity of lander: 0.06938830018043518
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.10
score: Score: -158.5090214667961

Action: 
"
43,"[-0.20826264  1.9164898  -0.7390946   0.9078659   0.19318345  0.03247511
  0.          0.        ]","Observation from last step: 
X coordinate: -0.208263
Y coordinate: 1.92
X velocity: -0.74
Y velocity: 0.91
Angle of the lander: 0.19
Angular velocity of lander: 0.08118776604533195
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.864693038503833,The reward from the last step was: -3.86,-162.37371450529994,"
_
Observation from last step: 
X coordinate: -0.208263
Y coordinate: 1.92
X velocity: -0.74
Y velocity: 0.91
Angle of the lander: 0.19
Angular velocity of lander: 0.08118776604533195
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.86
score: Score: -162.37371450529994

Action: 
"
44,"[-0.21564093  1.9370526  -0.7398624   0.9136376   0.19522373  0.04080574
  0.          0.        ]","Observation from last step: 
X coordinate: -0.215641
Y coordinate: 1.94
X velocity: -0.74
Y velocity: 0.91
Angle of the lander: 0.20
Angular velocity of lander: 0.1020143460482359
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.1251140539781543,The reward from the last step was: -3.13,-165.4988285592781,"
_
Observation from last step: 
X coordinate: -0.215641
Y coordinate: 1.94
X velocity: -0.74
Y velocity: 0.91
Angle of the lander: 0.20
Angular velocity of lander: 0.1020143460482359
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.13
score: Score: -165.4988285592781

Action: 
"
45,"[-0.22311167  1.9576643  -0.7490698   0.915803    0.19723254  0.04017629
  0.          0.        ]","Observation from last step: 
X coordinate: -0.223112
Y coordinate: 1.96
X velocity: -0.75
Y velocity: 0.92
Angle of the lander: 0.20
Angular velocity of lander: 0.10044073686003685
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.3818720541790865,The reward from the last step was: -3.38,-168.8807006134572,"
_
Observation from last step: 
X coordinate: -0.223112
Y coordinate: 1.96
X velocity: -0.75
Y velocity: 0.92
Angle of the lander: 0.20
Angular velocity of lander: 0.10044073686003685
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.38
score: Score: -168.8807006134572

Action: 
"
46,"[-0.23089333  1.9788896  -0.7794914   0.9431683   0.1985638   0.02662497
  0.          0.        ]","Observation from last step: 
X coordinate: -0.230893
Y coordinate: 1.98
X velocity: -0.78
Y velocity: 0.94
Angle of the lander: 0.20
Angular velocity of lander: 0.06656243000179529
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.676691559119251,The reward from the last step was: -6.68,-175.55739217257647,"
_
Observation from last step: 
X coordinate: -0.230893
Y coordinate: 1.98
X velocity: -0.78
Y velocity: 0.94
Angle of the lander: 0.20
Angular velocity of lander: 0.06656243000179529
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.68
score: Score: -175.55739217257647

Action: 
"
47,"[-0.23883204  2.0004346  -0.795038    0.95739436  0.19974221  0.0235681
  0.          0.        ]","Observation from last step: 
X coordinate: -0.238832
Y coordinate: 2.00
X velocity: -0.80
Y velocity: 0.96
Angle of the lander: 0.20
Angular velocity of lander: 0.05892024841159582
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.737857480171772,The reward from the last step was: -4.74,-180.29524965274825,"
_
Observation from last step: 
X coordinate: -0.238832
Y coordinate: 2.00
X velocity: -0.80
Y velocity: 0.96
Angle of the lander: 0.20
Angular velocity of lander: 0.05892024841159582
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.74
score: Score: -180.29524965274825

Action: 
"
48,"[-0.24689865  2.0227745  -0.8081012   0.99270415  0.20119393  0.02903405
  0.          0.        ]","Observation from last step: 
X coordinate: -0.246899
Y coordinate: 2.02
X velocity: -0.81
Y velocity: 0.99
Angle of the lander: 0.20
Angular velocity of lander: 0.07258513011038303
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.316882745095074,The reward from the last step was: -6.32,-186.61213239784334,"
_
Observation from last step: 
X coordinate: -0.246899
Y coordinate: 2.02
X velocity: -0.81
Y velocity: 0.99
Angle of the lander: 0.20
Angular velocity of lander: 0.07258513011038303
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.32
score: Score: -186.61213239784334

Action: 
"
49,"[-0.25520888  2.0454228  -0.8319236   1.0064611   0.20210049  0.01813099
  0.          0.        ]","Observation from last step: 
X coordinate: -0.255209
Y coordinate: 2.05
X velocity: -0.83
Y velocity: 1.01
Angle of the lander: 0.20
Angular velocity of lander: 0.04532747436314821
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.3147094761251195,The reward from the last step was: -5.31,-191.92684187396847,"
_
Observation from last step: 
X coordinate: -0.255209
Y coordinate: 2.05
X velocity: -0.83
Y velocity: 1.01
Angle of the lander: 0.20
Angular velocity of lander: 0.04532747436314821
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.31
score: Score: -191.92684187396847

Action: 
"
50,"[-0.26384044  2.068616   -0.86331356  1.0307869   0.20225923  0.00317497
  0.          0.        ]","Observation from last step: 
X coordinate: -0.263840
Y coordinate: 2.07
X velocity: -0.86
Y velocity: 1.03
Angle of the lander: 0.20
Angular velocity of lander: 0.007937420159578323
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.60264844425335,The reward from the last step was: -6.60,-198.52949031822183,"
_
Observation from last step: 
X coordinate: -0.263840
Y coordinate: 2.07
X velocity: -0.86
Y velocity: 1.03
Angle of the lander: 0.20
Angular velocity of lander: 0.007937420159578323
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.60
score: Score: -198.52949031822183

Action: 
"
51,"[-0.2726941   2.0916898  -0.8848171   1.025585    0.2017093  -0.01099873
  0.          0.        ]","Observation from last step: 
X coordinate: -0.272694
Y coordinate: 2.09
X velocity: -0.88
Y velocity: 1.03
Angle of the lander: 0.20
Angular velocity of lander: -0.027496828697621822
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.643105066920998,The reward from the last step was: -3.64,-202.17259538514284,"
_
Observation from last step: 
X coordinate: -0.272694
Y coordinate: 2.09
X velocity: -0.88
Y velocity: 1.03
Angle of the lander: 0.20
Angular velocity of lander: -0.027496828697621822
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.64
score: Score: -202.17259538514284

Action: 
"
52,"[-2.8163558e-01  2.1157043e+00 -8.9414895e-01  1.0673190e+00
  2.0171267e-01  6.7445661e-05  0.0000000e+00  0.0000000e+00]","Observation from last step: 
X coordinate: -0.281636
Y coordinate: 2.12
X velocity: -0.89
Y velocity: 1.07
Angle of the lander: 0.20
Angular velocity of lander: 0.00016861415133462287
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.582158309016154,The reward from the last step was: -6.58,-208.754753694159,"
_
Observation from last step: 
X coordinate: -0.281636
Y coordinate: 2.12
X velocity: -0.89
Y velocity: 1.07
Angle of the lander: 0.20
Angular velocity of lander: 0.00016861415133462287
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.58
score: Score: -208.754753694159

Action: 
"
53,"[-0.29075617  2.1397402  -0.9116414   1.068328    0.20128767 -0.00849999
  0.          0.        ]","Observation from last step: 
X coordinate: -0.290756
Y coordinate: 2.14
X velocity: -0.91
Y velocity: 1.07
Angle of the lander: 0.20
Angular velocity of lander: -0.021249977871775627
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.9677089737728464,The reward from the last step was: -3.97,-212.72246266793186,"
_
Observation from last step: 
X coordinate: -0.290756
Y coordinate: 2.14
X velocity: -0.91
Y velocity: 1.07
Angle of the lander: 0.20
Angular velocity of lander: -0.021249977871775627
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.97
score: Score: -212.72246266793186

Action: 
"
54,"[-2.9993320e-01  2.1642942e+00 -9.1770804e-01  1.0912843e+00
  2.0129603e-01  1.6720631e-04  0.0000000e+00  0.0000000e+00]","Observation from last step: 
X coordinate: -0.299933
Y coordinate: 2.16
X velocity: -0.92
Y velocity: 1.09
Angle of the lander: 0.20
Angular velocity of lander: 0.0004180157702649012
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.001958398620434,The reward from the last step was: -5.00,-217.7244210665523,"
_
Observation from last step: 
X coordinate: -0.299933
Y coordinate: 2.16
X velocity: -0.92
Y velocity: 1.09
Angle of the lander: 0.20
Angular velocity of lander: 0.0004180157702649012
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.00
score: Score: -217.7244210665523

Action: 
"
55,"[-0.30904287  2.18906    -0.91178036  1.1005895   0.2021096   0.01627141
  0.          0.        ]","Observation from last step: 
X coordinate: -0.309043
Y coordinate: 2.19
X velocity: -0.91
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.04067851696163416
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.2947997821848274,The reward from the last step was: -3.29,-221.01922084873715,"
_
Observation from last step: 
X coordinate: -0.309043
Y coordinate: 2.19
X velocity: -0.91
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.04067851696163416
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.29
score: Score: -221.01922084873715

Action: 
"
56,"[-0.31818056  2.2137682  -0.91478413  1.0979911   0.20313184  0.02044495
  0.          0.        ]","Observation from last step: 
X coordinate: -0.318181
Y coordinate: 2.21
X velocity: -0.91
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.051112365908920765
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-2.96928979256528,The reward from the last step was: -2.97,-223.98851064130244,"
_
Observation from last step: 
X coordinate: -0.318181
Y coordinate: 2.21
X velocity: -0.91
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.051112365908920765
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -2.97
score: Score: -223.98851064130244

Action: 
"
57,"[-0.3274234   2.2385955  -0.92526644  1.1032958   0.20412506  0.01986458
  0.          0.        ]","Observation from last step: 
X coordinate: -0.327423
Y coordinate: 2.24
X velocity: -0.93
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.04966144450008869
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.06828076592318,The reward from the last step was: -4.07,-228.05679140722563,"
_
Observation from last step: 
X coordinate: -0.327423
Y coordinate: 2.24
X velocity: -0.93
Y velocity: 1.10
Angle of the lander: 0.20
Angular velocity of lander: 0.04966144450008869
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.07
score: Score: -228.05679140722563

Action: 
"
58,"[-0.3367374   2.2641342  -0.9328784   1.1348472   0.20561513  0.02980127
  0.          0.        ]","Observation from last step: 
X coordinate: -0.336737
Y coordinate: 2.26
X velocity: -0.93
Y velocity: 1.13
Angle of the lander: 0.21
Angular velocity of lander: 0.07450317032635212
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.025195316271822,The reward from the last step was: -6.03,-234.08198672349747,"
_
Observation from last step: 
X coordinate: -0.336737
Y coordinate: 2.26
X velocity: -0.93
Y velocity: 1.13
Angle of the lander: 0.21
Angular velocity of lander: 0.07450317032635212
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.03
score: Score: -234.08198672349747

Action: 
"
59,"[-0.34626737  2.2901456  -0.9541744   1.1559086   0.20680237  0.02374467
  0.          0.        ]","Observation from last step: 
X coordinate: -0.346267
Y coordinate: 2.29
X velocity: -0.95
Y velocity: 1.16
Angle of the lander: 0.21
Angular velocity of lander: 0.05936167202889919
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.112093896286114,The reward from the last step was: -6.11,-240.1940806197836,"
_
Observation from last step: 
X coordinate: -0.346267
Y coordinate: 2.29
X velocity: -0.95
Y velocity: 1.16
Angle of the lander: 0.21
Angular velocity of lander: 0.05936167202889919
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.11
score: Score: -240.1940806197836

Action: 
"
60,"[-0.3561499   2.316774   -0.988612    1.1834182   0.20716314  0.00721554
  0.          0.        ]","Observation from last step: 
X coordinate: -0.356150
Y coordinate: 2.32
X velocity: -0.99
Y velocity: 1.18
Angle of the lander: 0.21
Angular velocity of lander: 0.01803885563276708
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.433893104886169,The reward from the last step was: -7.43,-247.62797372466977,"
_
Observation from last step: 
X coordinate: -0.356150
Y coordinate: 2.32
X velocity: -0.99
Y velocity: 1.18
Angle of the lander: 0.21
Angular velocity of lander: 0.01803885563276708
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.43
score: Score: -247.62797372466977

Action: 
"
61,"[-0.3663639   2.344023   -1.0210369   1.211129    0.20679761 -0.00731048
  0.          0.        ]","Observation from last step: 
X coordinate: -0.366364
Y coordinate: 2.34
X velocity: -1.02
Y velocity: 1.21
Angle of the lander: 0.21
Angular velocity of lander: -0.018276190385222435
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.319738487610539,The reward from the last step was: -7.32,-254.94771221228032,"
_
Observation from last step: 
X coordinate: -0.366364
Y coordinate: 2.34
X velocity: -1.02
Y velocity: 1.21
Angle of the lander: 0.21
Angular velocity of lander: -0.018276190385222435
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.32
score: Score: -254.94771221228032

Action: 
"
62,"[-0.37672132  2.3711736  -1.03505     1.2067859   0.20609996 -0.01395305
  0.          0.        ]","Observation from last step: 
X coordinate: -0.376721
Y coordinate: 2.37
X velocity: -1.04
Y velocity: 1.21
Angle of the lander: 0.21
Angular velocity of lander: -0.03488261718302965
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.6503386703591785,The reward from the last step was: -3.65,-258.5980508826395,"
_
Observation from last step: 
X coordinate: -0.376721
Y coordinate: 2.37
X velocity: -1.04
Y velocity: 1.21
Angle of the lander: 0.21
Angular velocity of lander: -0.03488261718302965
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.65
score: Score: -258.5980508826395

Action: 
"
63,"[-0.3873795   2.3989367  -1.064533    1.2340914   0.20480528 -0.02589356
  0.          0.        ]","Observation from last step: 
X coordinate: -0.387379
Y coordinate: 2.40
X velocity: -1.06
Y velocity: 1.23
Angle of the lander: 0.20
Angular velocity of lander: -0.0647338991984725
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.073181631807802,The reward from the last step was: -7.07,-265.6712325144473,"
_
Observation from last step: 
X coordinate: -0.387379
Y coordinate: 2.40
X velocity: -1.06
Y velocity: 1.23
Angle of the lander: 0.20
Angular velocity of lander: -0.0647338991984725
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.07
score: Score: -265.6712325144473

Action: 
"
64,"[-0.39829883  2.4268646  -1.0899488   1.2415179   0.20280729 -0.03995991
  0.          0.        ]","Observation from last step: 
X coordinate: -0.398299
Y coordinate: 2.43
X velocity: -1.09
Y velocity: 1.24
Angle of the lander: 0.20
Angular velocity of lander: -0.09989977814257145
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.260849808599846,The reward from the last step was: -5.26,-270.93208232304715,"
_
Observation from last step: 
X coordinate: -0.398299
Y coordinate: 2.43
X velocity: -1.09
Y velocity: 1.24
Angle of the lander: 0.20
Angular velocity of lander: -0.09989977814257145
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.26
score: Score: -270.93208232304715

Action: 
"
65,"[-0.40929526  2.4557085  -1.0982454   1.2821435   0.20140105 -0.02812499
  0.          0.        ]","Observation from last step: 
X coordinate: -0.409295
Y coordinate: 2.46
X velocity: -1.10
Y velocity: 1.28
Angle of the lander: 0.20
Angular velocity of lander: -0.07031247019767761
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.797420397260271,The reward from the last step was: -6.80,-277.72950272030744,"
_
Observation from last step: 
X coordinate: -0.409295
Y coordinate: 2.46
X velocity: -1.10
Y velocity: 1.28
Angle of the lander: 0.20
Angular velocity of lander: -0.07031247019767761
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.80
score: Score: -277.72950272030744

Action: 
"
66,"[-0.4205618   2.4852393  -1.1248317   1.3127183   0.19956356 -0.03674972
  0.          0.        ]","Observation from last step: 
X coordinate: -0.420562
Y coordinate: 2.49
X velocity: -1.12
Y velocity: 1.31
Angle of the lander: 0.20
Angular velocity of lander: -0.09187429212033749
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.266754068866919,The reward from the last step was: -7.27,-284.99625678917437,"
_
Observation from last step: 
X coordinate: -0.420562
Y coordinate: 2.49
X velocity: -1.12
Y velocity: 1.31
Angle of the lander: 0.20
Angular velocity of lander: -0.09187429212033749
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.27
score: Score: -284.99625678917437

Action: 
"
67,"[-0.4320639   2.5156486  -1.1482253   1.3517967   0.19756144 -0.04004246
  0.          0.        ]","Observation from last step: 
X coordinate: -0.432064
Y coordinate: 2.52
X velocity: -1.15
Y velocity: 1.35
Angle of the lander: 0.20
Angular velocity of lander: -0.10010615922510624
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.782062220317914,The reward from the last step was: -7.78,-292.7783190094923,"
_
Observation from last step: 
X coordinate: -0.432064
Y coordinate: 2.52
X velocity: -1.15
Y velocity: 1.35
Angle of the lander: 0.20
Angular velocity of lander: -0.10010615922510624
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.78
score: Score: -292.7783190094923

Action: 
"
68,"[-0.44373044  2.5462508  -1.1643983   1.3603894   0.19529314 -0.04536602
  0.          0.        ]","Observation from last step: 
X coordinate: -0.443730
Y coordinate: 2.55
X velocity: -1.16
Y velocity: 1.36
Angle of the lander: 0.20
Angular velocity of lander: -0.11341503821313381
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.990660228904107,The reward from the last step was: -4.99,-297.7689792383964,"
_
Observation from last step: 
X coordinate: -0.443730
Y coordinate: 2.55
X velocity: -1.16
Y velocity: 1.36
Angle of the lander: 0.20
Angular velocity of lander: -0.11341503821313381
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.99
score: Score: -297.7689792383964

Action: 
"
69,"[-0.45541042  2.5772915  -1.166301    1.3798153   0.19358502 -0.03416254
  0.          0.        ]","Observation from last step: 
X coordinate: -0.455410
Y coordinate: 2.58
X velocity: -1.17
Y velocity: 1.38
Angle of the lander: 0.19
Angular velocity of lander: -0.08540634997189045
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.99142535111024,The reward from the last step was: -4.99,-302.76040458950666,"
_
Observation from last step: 
X coordinate: -0.455410
Y coordinate: 2.58
X velocity: -1.17
Y velocity: 1.38
Angle of the lander: 0.19
Angular velocity of lander: -0.08540634997189045
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.99
score: Score: -302.76040458950666

Action: 
"
70,"[-0.46730143  2.6086197  -1.1869707   1.3926404   0.19144517 -0.0427971
  0.          0.        ]","Observation from last step: 
X coordinate: -0.467301
Y coordinate: 2.61
X velocity: -1.19
Y velocity: 1.39
Angle of the lander: 0.19
Angular velocity of lander: -0.10699274018406868
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.694023762798099,The reward from the last step was: -5.69,-308.4544283523048,"
_
Observation from last step: 
X coordinate: -0.467301
Y coordinate: 2.61
X velocity: -1.19
Y velocity: 1.39
Angle of the lander: 0.19
Angular velocity of lander: -0.10699274018406868
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.69
score: Score: -308.4544283523048

Action: 
"
71,"[-0.4794168   2.640051   -1.2088075   1.3972899   0.18869834 -0.05493658
  0.          0.        ]","Observation from last step: 
X coordinate: -0.479417
Y coordinate: 2.64
X velocity: -1.21
Y velocity: 1.40
Angle of the lander: 0.19
Angular velocity of lander: -0.1373414508998394
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.108940253387504,The reward from the last step was: -5.11,-313.5633686056923,"
_
Observation from last step: 
X coordinate: -0.479417
Y coordinate: 2.64
X velocity: -1.21
Y velocity: 1.40
Angle of the lander: 0.19
Angular velocity of lander: -0.1373414508998394
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.11
score: Score: -313.5633686056923

Action: 
"
72,"[-0.4915627   2.6719615  -1.2123396   1.4185497   0.1864372  -0.04522269
  0.          0.        ]","Observation from last step: 
X coordinate: -0.491563
Y coordinate: 2.67
X velocity: -1.21
Y velocity: 1.42
Angle of the lander: 0.19
Angular velocity of lander: -0.113056730479002
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.2736333458423585,The reward from the last step was: -5.27,-318.83700195153466,"
_
Observation from last step: 
X coordinate: -0.491563
Y coordinate: 2.67
X velocity: -1.21
Y velocity: 1.42
Angle of the lander: 0.19
Angular velocity of lander: -0.113056730479002
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.27
score: Score: -318.83700195153466

Action: 
"
73,"[-0.5039839   2.7047706  -1.2394754   1.4585121   0.18378037 -0.05313665
  0.          0.        ]","Observation from last step: 
X coordinate: -0.503984
Y coordinate: 2.70
X velocity: -1.24
Y velocity: 1.46
Angle of the lander: 0.18
Angular velocity of lander: -0.13284163549542427
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-8.288198737992492,The reward from the last step was: -8.29,-327.12520068952716,"
_
Observation from last step: 
X coordinate: -0.503984
Y coordinate: 2.70
X velocity: -1.24
Y velocity: 1.46
Angle of the lander: 0.18
Angular velocity of lander: -0.13284163549542427
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -8.29
score: Score: -327.12520068952716

Action: 
"
