,obs,obs_text,reward,reward_text,score,skeleton
23,"[ 0.14402017  0.00450208 -0.09298053  0.06898279  0.7516739   1.0000001
 -0.17280424 -1.          0.          0.00687034 -0.56843853  0.97843105
  1.          1.          0.4760813   0.48148793  0.49833888  0.5287166
  0.57683367  0.6506609   0.7658843   0.9568107   1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.00
X velocity: -0.09
Y velocity: 0.07
Back revolute joint angle: 0.75
Back revolute joint speed: 1.00
Back lower leg angle: -0.17
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.01
Front revolute joint speed: -0.57
Front lower leg angle: 0.98
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.1174055308421441,The reward from the last step was: -0.12,-2.3290623013379657,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.00
X velocity: -0.09
Y velocity: 0.07
Back revolute joint angle: 0.75
Back revolute joint speed: 1.00
Back lower leg angle: -0.17
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.01
Front revolute joint speed: -0.57
Front lower leg angle: 0.98
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.12
score: Score: -2.3290623013379657

Action: 
"
24,"[ 0.14017557 -0.00746854 -0.10195209  0.0491719   0.8362894   1.058187
 -0.28644776 -1.0000001   0.          0.03418029  0.17455341  0.9349068
  0.          0.          0.47832078  0.48375282  0.50068307  0.5312037
  0.57954705  0.6537216   0.76948696  0.9613115   1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: -0.01
X velocity: -0.10
Y velocity: 0.05
Back revolute joint angle: 0.84
Back revolute joint speed: 1.06
Back lower leg angle: -0.29
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.03
Front revolute joint speed: 0.17
Front lower leg angle: 0.93
Front lower leg speed: 0.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.09949246208667754,The reward from the last step was: -0.10,-2.428554763424643,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: -0.01
X velocity: -0.10
Y velocity: 0.05
Back revolute joint angle: 0.84
Back revolute joint speed: 1.06
Back lower leg angle: -0.29
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.03
Front revolute joint speed: 0.17
Front lower leg angle: 0.93
Front lower leg speed: 0.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.10
score: Score: -2.428554763424643

Action: 
"
25,"[ 0.13593766 -0.00848736 -0.11181059  0.04966872  0.8446384   0.13594982
 -0.19310522  0.75412184  0.          0.10399742  0.8765918   0.8157011
 -1.          0.          0.48061442  0.4860725   0.50308394  0.5337509
  0.5823261   0.6568563   0.77317685  0.9659212   1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: -0.01
X velocity: -0.11
Y velocity: 0.05
Back revolute joint angle: 0.84
Back revolute joint speed: 0.14
Back lower leg angle: -0.19
Back lower leg speed: 0.75
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.10
Front revolute joint speed: 0.88
Front lower leg angle: 0.82
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.10127817523479463,The reward from the last step was: -0.10,-2.5298329386594376,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: -0.01
X velocity: -0.11
Y velocity: 0.05
Back revolute joint angle: 0.84
Back revolute joint speed: 0.14
Back lower leg angle: -0.19
Back lower leg speed: 0.75
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.10
Front revolute joint speed: 0.88
Front lower leg angle: 0.82
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.10
score: Score: -2.5298329386594376

Action: 
"
26,"[ 0.13327943 -0.00539139 -0.11074564  0.03694553  0.82264924 -0.25258705
 -0.07055175  1.          0.          0.18314564  1.          0.69821274
 -0.9999998   0.          0.48230636  0.48778367  0.504855    0.5356299
  0.5843761   0.65916866  0.7758987   0.9693216   1.          1.        ]","Observation from last step: 
Hull angle: 0.13
Angular velocity: -0.01
X velocity: -0.11
Y velocity: 0.04
Back revolute joint angle: 0.82
Back revolute joint speed: -0.25
Back lower leg angle: -0.07
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.18
Front revolute joint speed: 1.00
Front lower leg angle: 0.70
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.10821157626311104,The reward from the last step was: -0.11,-2.6380445149225484,"
_
Observation from last step: 
Hull angle: 0.13
Angular velocity: -0.01
X velocity: -0.11
Y velocity: 0.04
Back revolute joint angle: 0.82
Back revolute joint speed: -0.25
Back lower leg angle: -0.07
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.18
Front revolute joint speed: 1.00
Front lower leg angle: 0.70
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.11
score: Score: -2.6380445149225484

Action: 
"
27,"[ 0.13412951  0.00149234 -0.10632735  0.02128273  0.7818542  -0.5048596
  0.05153626  0.99999994  0.          0.26091683  1.          0.5854312
 -0.99999994  0.          0.48325685  0.48874494  0.5058499   0.53668547
  0.5855277   0.6604677   0.7774278   0.9712319   1.          1.        ]","Observation from last step: 
Hull angle: 0.13
Angular velocity: 0.00
X velocity: -0.11
Y velocity: 0.02
Back revolute joint angle: 0.78
Back revolute joint speed: -0.50
Back lower leg angle: 0.05
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.26
Front revolute joint speed: 1.00
Front lower leg angle: 0.59
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.1165763931910209,The reward from the last step was: -0.12,-2.7546209081135693,"
_
Observation from last step: 
Hull angle: 0.13
Angular velocity: 0.00
X velocity: -0.11
Y velocity: 0.02
Back revolute joint angle: 0.78
Back revolute joint speed: -0.50
Back lower leg angle: 0.05
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.26
Front revolute joint speed: 1.00
Front lower leg angle: 0.59
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.12
score: Score: -2.7546209081135693

Action: 
"
28,"[ 0.13844691  0.00851007 -0.10158679  0.00525713  0.72134674 -0.73849744
  0.1747927   0.99999994  0.          0.33973885  1.          0.4689142
 -0.99999994  0.          0.4834861   0.4889768   0.50608987  0.53694004
  0.5858055   0.66078097  0.77779657  0.97169256  1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.01
X velocity: -0.10
Y velocity: 0.01
Back revolute joint angle: 0.72
Back revolute joint speed: -0.74
Back lower leg angle: 0.17
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.34
Front revolute joint speed: 1.00
Front lower leg angle: 0.47
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.13375613295236988,The reward from the last step was: -0.13,-2.8883770410659393,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.01
X velocity: -0.10
Y velocity: 0.01
Back revolute joint angle: 0.72
Back revolute joint speed: -0.74
Back lower leg angle: 0.17
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.34
Front revolute joint speed: 1.00
Front lower leg angle: 0.47
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.13
score: Score: -2.8883770410659393

Action: 
"
29,"[ 0.1471276   0.01705221 -0.09566177 -0.01094167  0.64041823 -0.99999875
  0.29930133  1.0000001   0.          0.4170067   0.9999996   0.35873836
 -1.0000008   0.          0.48294553  0.4884301   0.50552404  0.53633976
  0.58515054  0.6600422   0.77692693  0.9706062   1.          1.        ]","Observation from last step: 
Hull angle: 0.15
Angular velocity: 0.02
X velocity: -0.10
Y velocity: -0.01
Back revolute joint angle: 0.64
Back revolute joint speed: -1.00
Back lower leg angle: 0.30
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.42
Front revolute joint speed: 1.00
Front lower leg angle: 0.36
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.15633328915437297,The reward from the last step was: -0.16,-3.0447103302203122,"
_
Observation from last step: 
Hull angle: 0.15
Angular velocity: 0.02
X velocity: -0.10
Y velocity: -0.01
Back revolute joint angle: 0.64
Back revolute joint speed: -1.00
Back lower leg angle: 0.30
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.42
Front revolute joint speed: 1.00
Front lower leg angle: 0.36
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.51
Lidar 4 (0.45 rad): 0.54
Lidar 5 (0.60 rad): 0.59
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.78
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.16
score: Score: -3.0447103302203122

Action: 
"
30,"[ 0.15604967  0.01767043 -0.09284233 -0.03011083  0.55909216 -1.0000095
  0.42304045  0.9999995   0.          0.4957338   1.0000038   0.24281245
 -0.999995    0.          0.4815305   0.48699898  0.5040428   0.5347682
  0.583436    0.6581083   0.7746505   0.9677623   1.          1.        ]","Observation from last step: 
Hull angle: 0.16
Angular velocity: 0.02
X velocity: -0.09
Y velocity: -0.03
Back revolute joint angle: 0.56
Back revolute joint speed: -1.00
Back lower leg angle: 0.42
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.50
Front revolute joint speed: 1.00
Front lower leg angle: 0.24
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.16165867565472802,The reward from the last step was: -0.16,-3.2063690058750405,"
_
Observation from last step: 
Hull angle: 0.16
Angular velocity: 0.02
X velocity: -0.09
Y velocity: -0.03
Back revolute joint angle: 0.56
Back revolute joint speed: -1.00
Back lower leg angle: 0.42
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.50
Front revolute joint speed: 1.00
Front lower leg angle: 0.24
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.97
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.16
score: Score: -3.2063690058750405

Action: 
"
31,"[ 0.16873729  0.02511088 -0.08651368 -0.03482287  0.47812498 -1.0000004
  0.54708683  1.          0.          0.4868576  -0.06672096  0.37134492
  0.9999998   0.          0.47989523  0.48534516  0.50233114  0.5329522
  0.5814547   0.65587336  0.77201986  0.9644758   1.          1.        ]","Observation from last step: 
Hull angle: 0.17
Angular velocity: 0.03
X velocity: -0.09
Y velocity: -0.03
Back revolute joint angle: 0.48
Back revolute joint speed: -1.00
Back lower leg angle: 0.55
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.49
Front revolute joint speed: -0.07
Front lower leg angle: 0.37
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.17569677152633667,The reward from the last step was: -0.18,-3.382065777401377,"
_
Observation from last step: 
Hull angle: 0.17
Angular velocity: 0.03
X velocity: -0.09
Y velocity: -0.03
Back revolute joint angle: 0.48
Back revolute joint speed: -1.00
Back lower leg angle: 0.55
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.49
Front revolute joint speed: -0.07
Front lower leg angle: 0.37
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.49
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.66
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.18
score: Score: -3.382065777401377

Action: 
"
32,"[ 0.18602735  0.03448264 -0.08004025 -0.05088314  0.39722234 -1.0000002
  0.66947275  1.          0.          0.4556421  -0.3718543   0.4940325
  1.          0.          0.47754875  0.48297203  0.49987492  0.5303463
  0.5786116   0.65266645  0.768245    0.95975995  1.          1.        ]","Observation from last step: 
Hull angle: 0.19
Angular velocity: 0.03
X velocity: -0.08
Y velocity: -0.05
Back revolute joint angle: 0.40
Back revolute joint speed: -1.00
Back lower leg angle: 0.67
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.46
Front revolute joint speed: -0.37
Front lower leg angle: 0.49
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2004924871126823,The reward from the last step was: -0.20,-3.5825582645140592,"
_
Observation from last step: 
Hull angle: 0.19
Angular velocity: 0.03
X velocity: -0.08
Y velocity: -0.05
Back revolute joint angle: 0.40
Back revolute joint speed: -1.00
Back lower leg angle: 0.67
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.46
Front revolute joint speed: -0.37
Front lower leg angle: 0.49
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.48
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.58
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.77
Lidar 8 (1.05 rad): 0.96
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.20
score: Score: -3.5825582645140592

Action: 
"
33,"[ 0.2090393   0.04592071 -0.07308128 -0.06601222  0.31676048 -1.0000002
  0.79096496  1.          0.          0.39655074 -0.7252826   0.6162709
  1.          0.          0.47450212  0.4798908   0.49668586  0.5269628
  0.57492024  0.6485026   0.7633438   0.95363694  1.          1.        ]","Observation from last step: 
Hull angle: 0.21
Angular velocity: 0.05
X velocity: -0.07
Y velocity: -0.07
Back revolute joint angle: 0.32
Back revolute joint speed: -1.00
Back lower leg angle: 0.79
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.40
Front revolute joint speed: -0.73
Front lower leg angle: 0.62
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.23543791464169705,The reward from the last step was: -0.24,-3.8179961791557564,"
_
Observation from last step: 
Hull angle: 0.21
Angular velocity: 0.05
X velocity: -0.07
Y velocity: -0.07
Back revolute joint angle: 0.32
Back revolute joint speed: -1.00
Back lower leg angle: 0.79
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.40
Front revolute joint speed: -0.73
Front lower leg angle: 0.62
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.50
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.24
score: Score: -3.8179961791557564

Action: 
"
34,"[ 0.23407963  0.04998679 -0.072531   -0.09112969  0.23674084 -0.99999976
  0.91135395  1.          0.          0.39888158  0.04582736  0.499637
 -0.9999998   0.          0.4702813   0.47562206  0.4922677   0.5222754
  0.5698062   0.642734    0.75655365  0.9451541   1.          1.        ]","Observation from last step: 
Hull angle: 0.23
Angular velocity: 0.05
X velocity: -0.07
Y velocity: -0.09
Back revolute joint angle: 0.24
Back revolute joint speed: -1.00
Back lower leg angle: 0.91
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.40
Front revolute joint speed: 0.05
Front lower leg angle: 0.50
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.225698777929943,The reward from the last step was: -0.23,-4.043694957085699,"
_
Observation from last step: 
Hull angle: 0.23
Angular velocity: 0.05
X velocity: -0.07
Y velocity: -0.09
Back revolute joint angle: 0.24
Back revolute joint speed: -1.00
Back lower leg angle: 0.91
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.40
Front revolute joint speed: 0.05
Front lower leg angle: 0.50
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.23
score: Score: -4.043694957085699

Action: 
"
35,"[ 0.26784614  0.06745917 -0.06572191 -0.10774439  0.16709597 -0.8698549
  0.91172713  0.          0.          0.38552192 -0.1467168   0.38360703
 -1.          0.          0.46531242  0.47059673  0.48706654  0.51675713
  0.56378573  0.63594306  0.74856013  0.9351678   1.          1.        ]","Observation from last step: 
Hull angle: 0.27
Angular velocity: 0.07
X velocity: -0.07
Y velocity: -0.11
Back revolute joint angle: 0.17
Back revolute joint speed: -0.87
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.39
Front revolute joint speed: -0.15
Front lower leg angle: 0.38
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.94
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2537181374867745,The reward from the last step was: -0.25,-4.297413094572473,"
_
Observation from last step: 
Hull angle: 0.27
Angular velocity: 0.07
X velocity: -0.07
Y velocity: -0.11
Back revolute joint angle: 0.17
Back revolute joint speed: -0.87
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.39
Front revolute joint speed: -0.15
Front lower leg angle: 0.38
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.94
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.25
score: Score: -4.297413094572473

Action: 
"
